순번,생산라인코드,생산라인명,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,생산일자
4,D088,냉동밥 내포장#1,1BA03066,CJ새우볶음밥*5ea,W005,70.528969859,92.928969859,128.12646986,23.465,204.397,77.1,2018-11-02
6,D088,냉동밥 내포장#1,1BA03074,CJ햄야채볶음밥3kg,W005,72.269763555,105.56976355,141.33651355,23.845,211.613,74.16,2018-11-02
9,D088,냉동밥 내포장#1,1BA03069,CJ낙지볶음밥*5ea,W005,72.118660704,99.018660704,134.9155107,23.931,207.311,74.46,2018-11-02
10,D088,냉동밥 내포장#1,1BA03069,CJ낙지볶음밥*5ea,W005,71.375984481,92.975984481,128.65648448,23.787,210.267,76.97,2018-11-02
7,P006,튜브포장(#6),16B06113,와사비마요네즈(피코크),W007,72.525493573,100.32549357,136.34729357,24.015,206.396,78.69,2018-11-02
2,D087,냉동밥 내포장#2,1BA03325,비비고강된장보리비빔밥(감자보리밥)(알밥),W005,71.452771003,104.352771,139.952421,23.733,207.699,73.38,2018-11-03
1,D088,냉동밥 내포장#1,1BA03191,땡초상하이볶음밥,W005,72.14957939,99.84957939,135.72752939,23.919,210.172,80.66,2018-11-03
3,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,72.94043239,98.14043239,134.31708239,24.118,212.396,75.93,2018-11-03
1,C001,쿠커 #1,23A00864,빨간순대용소스(재),W003,72.238455751,92.638455751,128.67185575,24.022,212.076,72.18,2018-11-05
10,C007,프리머 #1,23D19004,플레인소스/현미유(중국산)(재),W003,72.783320425,88.183320425,124.28787042,24.07,211.445,81.2,2018-11-05
6,D0036,로타리 #5,16B06115,밀키마요네즈,W005,73.017997253,93.717997253,129.74019725,24.015,210.251,77.66,2018-11-05
14,D011,2동 오리히로,16A01067,AAF고구마샐러드,W005,70.930442661,89.230442661,124.54254266,23.541,207.766,78.92,2018-11-06
2,D045,병(PET)12열충전,13D02284,오리엔탈드레싱-N 550g,W005,71.66887823,96.56887823,132.18752823,23.746,210.301,72.03,2018-11-05
12,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,71.210455899,85.310455899,120.8332559,23.682,211.281,73.82,2018-11-05
8,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,70.944620959,91.744620959,127.17392096,23.62,212.091,71.56,2018-11-05
11,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,71.623380553,94.623380553,130.27018055,23.765,203.784,75.09,2018-11-05
13,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,72.464083225,90.164083225,125.93898323,23.85,210.766,73.89,2018-11-06
9,P004,PET#1,13D02292,정성담은오리엔탈드레싱(240g),W007,71.633974224,89.633974224,124.99292422,23.573,202.039,73.93,2018-11-05
5,P004,PET#1,13D02292,정성담은오리엔탈드레싱(240g),W007,71.71107363,85.91107363,121.55837363,23.765,208.227,77.94,2018-11-05
7,P004,PET#1,13D02292,정성담은오리엔탈드레싱(240g),W007,72.068551444,84.768551444,120.36790144,23.733,213.033,76.79,2018-11-05
3,P006,튜브포장(#6),13B00131,떼루와망고베이스,W007,72.624016386,91.924016386,127.73591639,23.875,205.406,76.68,2018-11-05
4,P0F0,PET#2,13D02284,오리엔탈드레싱-N 550g,W007,71.567088786,96.667088786,131.63923879,23.315,203.535,76.03,2018-11-05
12,C001,쿠커 #1,23R13015,네네짜용스위트갈릭맛(재),W003,69.792642498,101.4926425,136.3322425,23.226,197.526,77.89,2018-11-07
2,C002,쿠커 #2,23R09020,치즈소스-BK(재),W003,71.936461586,113.03646159,148.31001159,23.516,206.351,74.47,2018-11-06
9,C010,파일롯,23K01433,고추장소스(재),W003,70.45086299,96.05086299,131.58946299,23.692,208.619,80.01,2018-11-06
1,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,71.483464222,113.38346422,149.23221422,23.899,214.223,73.75,2018-11-06
7,D087,냉동밥 내포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,72.40363232,108.30363232,143.23988232,23.291,205.227,74.85,2018-11-06
3,D088,냉동밥 내포장#1,1BA03119,홍익돈까스 야채볶음밥,W005,71.584181861,86.684181861,122.16933186,23.657,206.353,71.71,2018-11-06
4,D088,냉동밥 내포장#1,1BA03119,홍익돈까스 야채볶음밥,W005,71.4147641,103.0147641,137.8366641,23.215,199.28,70.7,2018-11-06
6,D088,냉동밥 내포장#1,1BA03192,굴소스라이스(3kg),W005,72.117849586,101.51784959,137.16669959,23.766,210.507,78.64,2018-11-06
8,D088,냉동밥 내포장#1,1BA03192,굴소스라이스(3kg),W005,70.232941592,116.83294159,153.12659159,24.196,214.336,73.02,2018-11-06
10,D088,냉동밥 내포장#1,1BA03385,한입밥용냉동밥,W005,70.937945302,93.237945302,127.6903953,22.968,202.321,,2018-11-06
11,D088,냉동밥 내포장#1,1BA03065,CJ햄야채볶음밥*5ea,W005,72.065730213,128.26573021,163.70263021,23.625,203.63,76.12,2018-11-07
5,P003,파우치포장(#3),16B06077,시아스골드마요네즈2kg-에스그린,W007,70.235219751,111.83521975,147.64111975,23.871,207.888,76.23,2018-11-06
3,C003,쿠커 #3,23G01034,생강데리야끼소스(재),W003,73.066422956,109.56642296,144.74617296,23.453,204.998,73.25,2018-11-07
8,C003,쿠커 #3,23R07010,스위트칠리소스골드(재),W003,72.549242754,128.14924275,164.20449275,24.037,206.809,78.27,2018-11-07
13,C003,쿠커 #3,23R13026,명품갈릭딥핑치즈소스(재),W003,72.349360695,117.0493607,152.2336607,23.456,206.048,76.25,2018-11-07
6,C007,프리머 #1,26B06008,이츠웰골드마요네즈3.2kg(재),W003,71.909464021,96.709464021,131.82961402,23.413,201.884,76.2,2018-11-07
11,C007,프리머 #1,26B06008,이츠웰골드마요네즈3.2kg(재),W003,71.168819215,112.86881921,148.22756921,23.573,207.226,73.49,2018-11-07
2,C096,2동 쿠커 #2,23A00661,남대문갈치조림양념200g/신(재),W003,70.139634773,92.839634773,128.82163477,23.988,208.637,73.06,2018-11-07
5,D005,3.2마요,16B06008,이츠웰골드마요네즈3.2kg,W005,72.047422522,90.547422522,126.03932252,23.661,209.75,77.9,2018-11-07
4,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,71.421739312,137.42173931,173.20133931,23.853,208.454,76.04,2018-11-07
12,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,70.219168723,109.61916872,144.56526872,23.297,207.742,75.3,2018-11-07
1,D087,냉동밥 내포장#2,1BA03384,비비고불고기비빔밥(EMT)/알밥,W005,73.462371955,115.76237195,151.17627195,23.609,209.8,73.28,2018-11-07
7,D088,냉동밥 내포장#1,1BA03369,팔도산채나물밥(알밥),W005,71.92098711,107.42098711,142.62603711,23.47,208.283,71.7,2018-11-07
9,D088,냉동밥 내포장#1,1BA03369,팔도산채나물밥(알밥),W005,71.409165138,107.20916514,142.97376514,23.843,210.814,77.59,2018-11-07
14,D088,냉동밥 내포장#1,1BA03370,팔도야채볶음밥(알밥),W005,72.348219835,93.348219835,128.19686983,23.232,206.256,70.07,2018-11-08
10,P005,3.2K마요포장(#5),16B06008,이츠웰골드마요네즈3.2kg,W007,70.587014334,105.88701433,141.55616433,23.779,206.127,71.63,2018-11-07
4,C002,쿠커 #2,23D08044,핫도그미트칠리소스-T(재),W003,70.740465929,110.94046593,146.31246593,23.581,206.93,76.24,2018-11-08
7,C002,쿠커 #2,23D08044,핫도그미트칠리소스-T(재),W003,72.543319618,101.34331962,136.70231962,23.573,207.134,70.83,2018-11-08
2,D087,냉동밥 내포장#2,1BA03373,비비고햄야채볶음밥200g(알밥),W005,72.183430695,119.6834307,155.3953807,23.808,205.509,75.16,2018-11-08
9,D087,냉동밥 내포장#2,1BA03373,비비고햄야채볶음밥200g(알밥),W005,71.907524758,84.307524758,119.52317476,23.477,206.762,78.99,2018-11-08
10,D087,냉동밥 내포장#2,1BA03373,비비고햄야채볶음밥200g(알밥),W005,71.401807699,119.3018077,154.2783577,23.318,205.381,75.53,2018-11-08
11,D087,냉동밥 내포장#2,1BA03373,비비고햄야채볶음밥200g(알밥),W005,72.211223628,111.71122363,146.84657363,23.424,203.869,78.76,2018-11-08
16,D087,냉동밥 내포장#2,1BA03216,AAF게살새우볶음밥(알밥)*,W005,72.326859791,111.02685979,146.34070979,23.543,209.435,75.21,2018-11-09
18,D087,냉동밥 내포장#2,1BA03216,AAF게살새우볶음밥(알밥)*,W005,71.216487364,101.61648736,137.27073736,23.77,214.19,72.33,2018-11-10
5,D088,냉동밥 내포장#1,1BA03370,팔도야채볶음밥(알밥),W005,70.324199052,118.72419905,153.92269905,23.466,203.004,77.06,2018-11-08
6,D088,냉동밥 내포장#1,1BA03370,팔도야채볶음밥(알밥),W005,71.086257106,85.786257106,121.35630711,23.713,208.645,77.03,2018-11-08
12,D088,냉동밥 내포장#1,1BA03389,게살볶음밥E,W005,71.907033442,126.20703344,162.37493344,24.112,205.068,76.31,2018-11-08
13,D088,냉동밥 내포장#1,1BA03389,게살볶음밥E,W005,70.185771364,132.18577136,167.84552136,23.773,209.199,73.7,2018-11-08
14,D088,냉동밥 내포장#1,1BA03377,통새우볶음밥(노브랜드)/7개입,W005,71.308162481,111.70816248,147.11931248,23.607,202.158,75.75,2018-11-08
1,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,72.181025656,111.08102566,146.55442566,23.649,210.688,73.77,2018-11-08
17,D088,냉동밥 내포장#1,1BA03379,닭가슴살볶음밥(노브랜드)/7개입,W005,70.608009291,93.408009291,128.55180929,23.429,206.865,73.29,2018-11-09
8,P006,튜브포장(#6),13B00131,떼루와망고베이스,W007,71.818171891,119.81817189,155.08937189,23.514,207.796,74.54,2018-11-08
15,P006,튜브포장(#6),13R11032,노브랜드스테이크소스,W007,71.371456283,103.77145628,138.52010628,23.166,204.593,,2018-11-08
3,P007,2동 컵(샐러드)포장(#7),16A01074,고구마토핑,W007,70.768876972,91.568876972,126.54937697,23.32,202.743,74.48,2018-11-08
1,D087,냉동밥 내포장#2,1BA03374,비비고소고기볶음밥200g(알밥),W005,71.156595345,113.05659535,148.52289535,23.644,210.402,76.05,2018-11-08
3,D087,냉동밥 내포장#2,1BA03216,AAF게살새우볶음밥(알밥)*,W005,71.195152606,119.29515261,154.46665261,23.448,204.269,77.37,2018-11-09
2,D088,냉동밥 내포장#1,1BA03075,CJ새우볶음밥3kg,W005,71.141049879,103.04104988,137.73524988,23.129,198.185,,2018-11-09
4,D088,냉동밥 내포장#1,1BA03223,굴소스로맛을낸게살새우볶음밥,W005,72.565293697,113.6652937,149.2688937,23.736,208.689,73.05,2018-11-09
5,D088,냉동밥 내포장#1,1BA03049,김치볶음밥-S,W005,70.998688214,104.89868821,140.27758821,23.586,202.393,76.51,2018-11-10
3,D087,냉동밥 내포장#2,1BA03325,비비고강된장보리비빔밥(감자보리밥)(알밥),W005,71.036146285,94.736146285,130.07479629,23.559,208.982,75.55,2018-11-10
1,D088,냉동밥 내포장#1,1BA03378,매콤낙지볶음밥(노브랜드)/7개입,W005,71.721589791,98.921589791,134.65968979,23.825,215.67,75.65,2018-11-10
2,D088,냉동밥 내포장#1,1BA03378,매콤낙지볶음밥(노브랜드)/7개입,W005,71.06285295,132.66285295,167.53760295,23.25,202.008,78.43,2018-11-10
4,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,73.001288506,111.70128851,147.53233851,23.887,213.585,72.34,2018-11-10
5,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,72.648712428,97.448712428,133.20316243,23.836,210.681,72.98,2018-11-10
6,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,72.437811944,140.73781194,176.26531194,23.685,209.773,78.45,2018-11-10
1,D0036,로타리 #5,16B06115,밀키마요네즈,W005,71.316860183,113.01686018,148.48831018,23.648,209.375,77.47,2018-11-12
5,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,71.988698829,119.88869883,155.51924883,23.754,210.583,78.13,2018-11-12
3,D088,냉동밥 내포장#1,1BA03119,홍익돈까스 야채볶음밥,W005,69.639253478,112.93925348,148.50675348,23.712,207.772,72.83,2018-11-12
4,D088,냉동밥 내포장#1,1BA03119,홍익돈까스 야채볶음밥,W005,70.998791648,104.29879165,140.07269165,23.849,207.985,72.51,2018-11-12
6,D088,냉동밥 내포장#1,1BA03114,오늘은!새우볶음밥,W005,70.675505628,102.97550563,138.45965563,23.656,205.441,71.81,2018-11-12
7,D088,냉동밥 내포장#1,1BA03138,매드포갈릭갈릭버터라이스200g,W005,70.757492323,119.05749232,154.39724232,23.56,204.513,73.01,2018-11-13
2,P006,튜브포장(#6),13R10044,노브랜드머스타드소스,W007,71.880177102,94.080177102,129.2220271,23.428,206.613,76.85,2018-11-12
12,C001,쿠커 #1,23R13015,네네짜용스위트갈릭맛(재),W003,71.136697936,119.03669794,154.77869794,23.828,212.821,71.96,2018-11-13
7,C010,파일롯,23R05013,네네피자데리불고기소스(재),W003,71.096218729,139.79621873,174.81811873,23.348,202.153,70.65,2018-11-13
8,D006,튜브,13A00586,샘표불고기소스840g-미국,W005,72.947775774,101.44777577,136.88972577,23.628,207.148,79.03,2018-11-13
4,D045,병(PET)12열충전,13D02238,오리엔탈드레싱-N 240g,W005,70.941854447,107.64185445,143.13350445,23.661,205.684,77.62,2018-11-13
5,D045,병(PET)12열충전,13D02238,오리엔탈드레싱-N 240g,W005,71.761270931,90.661270931,125.63862093,23.318,208.668,72.8,2018-11-13
9,D045,병(PET)12열충전,13D02238,오리엔탈드레싱-N 240g,W005,70.725848207,128.12584821,163.97324821,23.898,206.788,79.54,2018-11-13
11,D045,병(PET)12열충전,13D02238,오리엔탈드레싱-N 240g,W005,71.808894048,102.70889405,137.88469405,23.451,198.466,71.23,2018-11-13
15,D045,병(PET)12열충전,13D01260,유자샐러드소스-N 235g,W005,71.773443611,86.373443611,122.04374361,23.78,205.3,72.49,2018-11-13
1,D087,냉동밥 내포장#2,1BA03366,NEW비비고새우볶음밥(홈플),W005,71.88822847,112.38822847,147.07277847,23.123,203.197,,2018-11-13
14,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,72.067737263,121.96773726,157.87353726,23.937,211.816,78.1,2018-11-13
2,D088,냉동밥 내포장#1,1BA03205,마왕갈릭라이스,W005,71.342037947,88.242037947,123.67328795,23.621,208.596,71.85,2018-11-13
3,D088,냉동밥 내포장#1,1BA03205,마왕갈릭라이스,W005,70.735340039,124.53534004,159.69039004,23.437,211.464,75.39,2018-11-13
6,D088,냉동밥 내포장#1,1BA03225,무명식당돈육장조림비빔밥(알밥),W005,71.032427942,93.432427942,128.44807794,23.344,204.845,76.25,2018-11-13
10,D088,냉동밥 내포장#1,1BA03225,무명식당돈육장조림비빔밥(알밥),W005,71.33898946,99.13898946,134.83188946,23.795,211.104,76.85,2018-11-13
13,D088,냉동밥 내포장#1,1BA03377,통새우볶음밥(노브랜드)/7개입,W005,72.129241216,99.929241216,135.88724122,23.972,209.456,78.31,2018-11-13
17,D088,냉동밥 내포장#1,1BA03369,팔도산채나물밥(알밥),W005,71.735785323,92.035785323,127.82828532,23.862,209.274,80.26,2018-11-14
18,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,70.515826985,109.91582698,145.70707698,23.861,204.865,75.65,2018-11-14
16,D088,냉동밥 내포장#1,1BA03074,CJ햄야채볶음밥3kg,W005,73.212233971,112.71223397,148.25833397,23.697,212.712,78.28,2018-11-14
5,D045,병(PET)12열충전,13D02247,참깨&흑임자드레싱-N 220g,W005,70.273694626,104.27369463,139.95874463,23.79,210.853,75.83,2018-11-14
1,D087,냉동밥 내포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,73.012614643,108.11261464,144.68901464,24.384,209.344,79.22,2018-11-14
4,D087,냉동밥 내포장#2,1BA03384,비비고불고기비빔밥(EMT)/알밥,W005,72.870169251,76.770169251,112.51201925,23.828,212.692,73.74,2018-11-14
11,D087,냉동밥 내포장#2,1BA03384,비비고불고기비빔밥(EMT)/알밥,W005,71.806608563,110.40660856,145.89805856,23.661,203.622,73.31,2018-11-14
2,D088,냉동밥 내포장#1,1BA03034,소후레쉬야채볶음밥3kg,W005,71.581562721,101.38156272,136.22676272,23.23,199.116,75.95,2018-11-14
3,D088,냉동밥 내포장#1,1BA03034,소후레쉬야채볶음밥3kg,W005,70.844852773,81.844852773,117.67785277,23.889,213.176,75.02,2018-11-14
6,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,71.709433692,102.50943369,138.19818369,23.793,209.783,80,2018-11-14
7,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,70.723684151,109.92368415,144.75008415,23.218,200.765,75.81,2018-11-14
8,D088,냉동밥 내포장#1,1BA03381,AAF곤드레나물밥(알밥)-NEW,W005,71.709996369,120.50999637,156.08039637,23.714,209.791,79.91,2018-11-14
9,D088,냉동밥 내포장#1,1BA03381,AAF곤드레나물밥(알밥)-NEW,W005,71.486111906,122.98611191,158.96296191,23.985,207.697,72.42,2018-11-14
12,D088,냉동밥 내포장#1,1BA03385,한입밥용냉동밥,W005,71.303500176,97.403500176,133.13120018,23.818,209.943,77.3,2018-11-15
13,D088,냉동밥 내포장#1,1BA03072,CJ새우볶음밥/20개입,W005,71.600979279,102.40097928,137.74587928,23.563,204.633,72.57,2018-11-15
10,P004,PET#1,13A00740,닭볶음탕양념(홈플),W007,71.04726058,89.14726058,125.00001058,23.902,209.896,74.18,2018-11-14
5,C004,쿠커 #4,23D02243,키위저지방샐러드소스-N 235g(재),W003,71.725977195,110.5259772,146.4868272,23.974,206.827,79.87,2018-11-15
3,C096,2동 쿠커 #2,2BA01008,단팥죽(재),W003,72.53135057,96.73135057,132.01905057,23.525,204.531,77.38,2018-11-15
7,D045,병(PET)12열충전,13D02243,키위저지방샐러드소스-N 235g,W005,73.45455457,111.65455457,147.32555457,23.781,210.334,74.32,2018-11-15
1,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,72.640615597,101.1406156,136.7126156,23.715,204.722,73.65,2018-11-15
2,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,73.541086579,106.94108658,142.54608658,23.737,206.446,71.97,2018-11-15
4,D088,냉동밥 내포장#1,1BA03389,게살볶음밥E,W005,73.076398388,108.77639839,143.84939839,23.382,205.769,71.95,2018-11-15
6,D088,냉동밥 내포장#1,1BA03389,게살볶음밥E,W005,71.753799936,112.25379994,147.13204994,23.252,204.938,73.69,2018-11-15
8,D088,냉동밥 내포장#1,1BA03069,CJ낙지볶음밥*5ea,W005,68.664788347,105.96478835,141.62198835,23.771,207.59,79.29,2018-11-15
9,D088,냉동밥 내포장#1,1BA03069,CJ낙지볶음밥*5ea,W005,68.302199998,107.2022,143.3298,24.085,212.116,77.33,2018-11-15
11,D088,냉동밥 내포장#1,1BA03378,매콤낙지볶음밥(노브랜드)/7개입,W005,71.302010434,101.40201043,136.44931043,23.365,202.125,73.19,2018-11-16
10,D088,냉동밥 내포장#1,1BA03224,낙지쭈꾸미볶음밥,W005,71.808877768,107.90887777,143.52442777,23.744,207.452,77.85,2018-11-16
2,C007,프리머 #1,26B06003,골드마요네즈3.2kg(재),W003,70.319491448,95.719491448,131.21589145,23.664,205.311,72.63,2018-11-16
1,D087,냉동밥 내포장#2,1BA03373,비비고햄야채볶음밥200g(알밥),W005,70.479182458,103.57918246,139.60093246,24.015,210.681,80.23,2018-11-16
5,D087,냉동밥 내포장#2,1BA03374,비비고소고기볶음밥200g(알밥),W005,72.238316832,113.53831683,148.90411683,23.577,207.157,70.75,2018-11-16
7,D087,냉동밥 내포장#2,1BA03371,비비고닭갈비볶음밥(알밥),W005,72.122463617,115.22246362,150.04766362,23.217,206.209,75.93,2018-11-16
3,D088,냉동밥 내포장#1,1BA03049,김치볶음밥-S,W005,70.983214976,125.18321498,161.09071498,23.938,212.148,78.4,2018-11-16
4,D088,냉동밥 내포장#1,1BA03049,김치볶음밥-S,W005,69.309886692,83.209886692,118.36828669,23.439,203.449,72.22,2018-11-16
6,D088,냉동밥 내포장#1,1BA03300,쟌슨빌소시지볶음밥(알밥),W005,69.942167784,117.74216778,153.32941778,23.725,205.884,79.72,2018-11-16
8,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,71.026287065,119.92628707,155.33218707,23.604,207.346,78.97,2018-11-16
1,C010,파일롯,23A00642,낙지비빔양념장18g*2ea(연포)(재),W003,71.20819591,126.30819591,161.53244591,23.483,204.263,75.79,2018-11-19
2,D045,병(PET)12열충전,13D02281,아몬드&호두드레싱-N 495g,W005,71.361111522,102.86111152,138.42881152,23.712,207.815,79.85,2018-11-19
3,D045,병(PET)12열충전,13D02284,오리엔탈드레싱-N 550g,W005,70.09933628,82.19933628,117.49973628,23.534,204.629,79.02,2018-11-19
7,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,71.496876093,100.39687609,136.43112609,24.023,213.397,80.56,2018-11-19
8,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,69.753550673,111.85355067,147.06065067,23.471,205.733,77.14,2018-11-20
9,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,70.15364233,128.15364233,164.53184233,24.252,213.329,74.91,2018-11-20
6,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,72.100165777,101.90016578,137.14921578,23.499,205.397,79.36,2018-11-19
4,P006,튜브포장(#6),13G02069,정성담은양념치킨소스(320g),W007,71.023959968,93.023959968,128.23700997,23.475,203.801,76.3,2018-11-19
5,P006,튜브포장(#6),13G02069,정성담은양념치킨소스(320g),W007,70.391105185,73.191105185,108.73595519,23.697,204.672,79.46,2018-11-19
11,C001,쿠커 #1,23P01253,업텐브로피자전용소스(재),W003,70.951717736,98.751717736,134.54951774,23.865,206.974,78.5,2018-11-20
6,C007,프리머 #1,26B03002,마요네즈-업소용10kg(재),W003,72.504096853,111.00409685,145.83459685,23.22,202.572,76.11,2018-11-20
7,C007,프리머 #1,26B03002,마요네즈-업소용10kg(재),W003,71.491189725,88.391189725,124.02458972,23.756,207.795,72.26,2018-11-20
13,C007,프리머 #1,26B03004,마요네즈-업소용18kg(재),W003,70.854133105,105.35413311,139.88498311,23.021,202.867,,2018-11-20
9,C008,프리머 #2,26B06024,이츠웰골드마요네즈1kg(재),W003,71.974065268,90.074065268,125.23311527,23.439,204.176,71.49,2018-11-20
14,D045,병(PET)12열충전,13D02238,오리엔탈드레싱-N 240g,W005,71.712093201,94.712093201,130.1874432,23.65,206.474,73.11,2018-11-20
15,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,72.077663984,132.97766398,167.04941398,22.715,196.208,,2018-11-20
18,D087,냉동밥 내포장#2,1BA03365,NEW비비고새우볶음밥210g(알밥),W005,71.883282087,102.58328209,138.10393209,23.68,207.163,78.61,2018-11-21
1,D088,냉동밥 내포장#1,1BA03119,홍익돈까스 야채볶음밥,W005,71.228031973,124.92803197,159.39063197,22.975,204.878,,2018-11-20
2,D088,냉동밥 내포장#1,1BA03119,홍익돈까스 야채볶음밥,W005,71.333587978,96.133587978,131.61553798,23.655,207.23,74.22,2018-11-20
3,D088,냉동밥 내포장#1,1BA03376,시아스야채볶음밥1kg,W005,72.196994613,122.29699461,158.00514461,23.805,206.215,72.35,2018-11-20
4,D088,냉동밥 내포장#1,1BA03376,시아스야채볶음밥1kg,W005,69.347915255,99.547915255,134.34051526,23.195,201.541,,2018-11-20
5,D088,냉동밥 내포장#1,1BA03377,통새우볶음밥(노브랜드)/7개입,W005,72.676091624,109.87609162,145.52864162,23.768,211.69,73.46,2018-11-20
12,D088,냉동밥 내포장#1,1BA03389,게살볶음밥E,W005,71.418366221,108.01836622,142.88021622,23.241,201.468,76.07,2018-11-20
16,D088,냉동밥 내포장#1,1BA03389,게살볶음밥E,W005,72.028287857,102.22828786,137.35813786,23.42,204.996,71.88,2018-11-21
17,D088,냉동밥 내포장#1,1BA03389,게살볶음밥E,W005,72.047101242,129.04710124,164.82645124,23.853,211.232,72.11,2018-11-21
2,C007,프리머 #1,26B03002,마요네즈-업소용10kg(재),W003,70.752097813,106.65209781,142.30144781,23.766,210.177,74.29,2018-11-21
1,C095,2동 쿠커 #1,23R13029,엔젤코코소스(재),W003,71.438876192,114.83887619,150.10947619,23.514,201.221,71.3,2018-11-21
5,D087,냉동밥 내포장#2,1BA03373,비비고햄야채볶음밥200g(알밥),W005,73.097419094,118.09741909,153.07561909,23.319,206.825,77.08,2018-11-21
8,D087,냉동밥 내포장#2,1BA10059,비비고햄야채볶음밥(EMT),W005,70.485490263,106.78549026,142.16854026,23.589,207.728,72.8,2018-11-22
3,D088,냉동밥 내포장#1,1BA03385,한입밥용냉동밥,W005,70.62999151,85.32999151,121.52359151,24.129,215.467,80.64,2018-11-21
4,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,71.302894499,106.6028945,142.4519945,23.899,213.187,78.89,2018-11-21
6,D088,냉동밥 내포장#1,1BA03223,굴소스로맛을낸게살새우볶음밥,W005,72.984772597,101.8847726,136.9565226,23.381,206.714,71,2018-11-21
7,D088,냉동밥 내포장#1,1BA03223,굴소스로맛을낸게살새우볶음밥,W005,71.876570184,92.276570184,128.27202018,23.997,213.135,73.74,2018-11-21
10,C002,쿠커 #2,23D02301,들깨드레싱E(재),W003,70.675631938,112.17563194,147.39673194,23.481,211.9,74.16,2018-11-22
13,C007,프리머 #1,26B06084,디딤돌골드마요네즈3.2kg(재),W003,70.441426323,104.74142632,139.23452632,22.995,198.734,,2018-11-22
8,C045,쿠커 #5,23D02285,오리엔탈드레싱-N 115g(재),W003,72.67537049,103.97537049,139.21442049,23.493,200.495,77.94,2018-11-22
3,C088,냉동밥 취반#1,2BA03223,굴소스로맛을낸게살새우볶음밥(재),W003,71.838529644,87.538529644,122.72727964,23.459,204.548,76.64,2018-11-21
4,C088,냉동밥 취반#1,2BA03223,굴소스로맛을낸게살새우볶음밥(재),W003,71.337583971,107.53758397,143.31283397,23.85,207.76,74.84,2018-11-21
5,C088,냉동밥 취반#1,2BA03066,CJ새우볶음밥(재),W003,69.938076716,108.53807672,143.32347672,23.19,206.966,,2018-11-22
15,D002,로타리 #1,13S01409,비프스파게티소스T1kg(트레이더스),W005,69.47407242,116.47407242,151.91812242,23.629,215.715,72.98,2018-11-22
9,D006,튜브,16B06117,마요네즈1kg튜브(니혼푸드),W005,71.23534975,113.03534975,148.14899975,23.409,200.917,74.92,2018-11-22
6,D087,냉동밥 내포장#2,1BA03374,비비고소고기볶음밥200g(알밥),W005,72.505450613,82.405450613,117.81830061,23.609,208.937,77.87,2018-11-22
11,D087,냉동밥 내포장#2,1BA03371,비비고닭갈비볶음밥(알밥),W005,70.902833851,98.902833851,133.71333385,23.207,200.746,75.24,2018-11-22
17,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,71.570261598,91.070261598,126.4836116,23.609,209.179,74.9,2018-11-23
1,D088,냉동밥 내포장#1,1BA03066,CJ새우볶음밥*5ea,W005,71.684530811,76.584530811,112.05048081,23.644,207.616,72.27,2018-11-22
2,D088,냉동밥 내포장#1,1BA03066,CJ새우볶음밥*5ea,W005,71.801583677,126.60158368,162.63163368,24.02,212.055,75.25,2018-11-22
