연령,직업군,결혼여부,학력,신용카드소지여부,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,p_days,과거통화횟수,계약여부,카드종류,연락일
37,산업노동자,결혼,검정고시,없음,없음,대출있음,휴대폰,364,4,,0,no,159,2020-06-10
31,회사원,결혼,미확인,없음,대출있음,없음,휴대폰,208,1,,0,no,160,2020-06-10
47,서비스종사자,결혼,전문학교,미확인,없음,없음,휴대폰,378,1,,0,no,161,2020-06-10
31,기술자,미혼,미확인,없음,대출있음,없음,휴대폰,84,1,,1,no,162,2020-06-10
54,공무원,이혼,대졸학사,없음,없음,없음,유선전화,10,1,,0,no,163,2020-06-10
54,공무원,이혼,대졸학사,없음,대출있음,대출있음,유선전화,39,1,,1,no,164,2020-06-10
35,기술자,결혼,석박사,없음,없음,없음,휴대폰,66,2,,0,no,165,2020-06-10
34,회사원,미혼,전문학교,없음,대출있음,없음,휴대폰,78,1,12,1,no,166,2020-06-10
31,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,611,1,,1,yes,167,2020-06-11
46,서비스종사자,미혼,전문학교,미확인,대출있음,없음,휴대폰,193,1,,0,no,168,2020-06-11
38,자영업자,결혼,고졸,없음,대출있음,없음,휴대폰,155,5,,0,no,169,2020-06-12
29,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,318,1,,0,no,170,2020-06-13
27,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,175,1,,0,no,171,2020-06-13
57,공무원,결혼,대졸학사,없음,없음,없음,휴대폰,1205,1,,0,yes,172,2020-06-13
29,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,413,1,,0,no,173,2020-06-13
53,기술자,이혼,대졸학사,없음,대출있음,없음,휴대폰,167,1,,1,no,174,2020-06-13
27,회사원,결혼,전문학교,없음,없음,대출있음,휴대폰,251,1,,0,no,175,2020-06-13
46,서비스종사자,결혼,전문학교,없음,대출있음,대출있음,휴대폰,270,1,,0,no,176,2020-06-13
32,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,211,1,10,1,no,177,2020-06-13
32,산업노동자,결혼,중졸,없음,대출있음,대출있음,휴대폰,107,1,,0,no,178,2020-06-14
46,회사원,결혼,전문학교,없음,없음,없음,휴대폰,124,1,,0,no,179,2020-06-14
33,기술자,결혼,석박사,없음,없음,대출있음,휴대폰,17,1,,0,no,180,2020-06-14
48,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,477,2,,0,no,181,2020-06-14
34,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,265,1,,0,no,182,2020-06-15
46,회사원,결혼,전문학교,없음,없음,없음,휴대폰,159,1,,1,no,183,2020-06-15
29,산업노동자,결혼,고졸,없음,없음,대출있음,휴대폰,837,1,,0,yes,184,2020-06-15
33,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,221,1,,0,no,185,2020-06-15
37,산업노동자,결혼,고졸,없음,미확인,미확인,휴대폰,136,5,,0,no,186,2020-06-15
33,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,318,1,,1,no,187,2020-06-15
42,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,51,1,,1,no,188,2020-06-15
37,서비스종사자,결혼,전문학교,미확인,대출있음,없음,휴대폰,285,2,,0,no,189,2020-06-16
42,산업노동자,결혼,검정고시,미확인,없음,대출있음,휴대폰,29,1,,1,no,190,2020-06-16
33,기업가,결혼,대졸학사,미확인,대출있음,없음,휴대폰,585,2,,1,no,191,2020-06-16
34,산업노동자,결혼,미확인,없음,없음,대출있음,휴대폰,106,2,,0,no,192,2020-06-16
46,공무원,결혼,대졸학사,미확인,없음,없음,유선전화,16,2,,0,no,193,2020-06-16
36,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,184,2,,1,no,194,2020-06-16
41,서비스종사자,이혼,전문학교,없음,없음,없음,휴대폰,52,2,,0,no,195,2020-06-16
32,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,128,1,,1,no,196,2020-06-16
48,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,282,4,,0,no,197,2020-06-16
28,자영업자,미혼,대졸학사,없음,대출있음,없음,휴대폰,57,1,,0,no,198,2020-06-17
38,산업노동자,결혼,전문학교,미확인,대출있음,없음,휴대폰,839,2,7,1,yes,199,2020-06-17
36,공무원,결혼,고졸,없음,없음,없음,휴대폰,50,1,,1,no,200,2020-06-17
31,주부,이혼,검정고시,없음,없음,대출있음,휴대폰,457,1,,0,no,201,2020-06-17
42,기술자,결혼,대졸학사,미확인,대출있음,없음,휴대폰,301,1,,0,no,202,2020-06-17
31,기술자,미혼,전문학교,없음,없음,없음,휴대폰,37,1,,0,no,203,2020-06-17
32,서비스종사자,미혼,고졸,없음,없음,대출있음,휴대폰,148,1,,0,no,204,2020-06-17
28,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,72,1,,0,no,205,2020-06-17
38,산업노동자,미혼,중졸,없음,대출있음,없음,휴대폰,203,2,,0,no,206,2020-06-17
31,산업노동자,결혼,검정고시,미확인,없음,없음,휴대폰,18,1,,0,no,207,2020-06-17
51,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,254,1,,1,no,208,2020-06-18
28,회사원,결혼,전문학교,없음,없음,없음,휴대폰,204,1,,0,no,209,2020-06-18
51,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,451,1,,0,no,210,2020-06-18
36,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,334,1,,0,no,211,2020-06-18
36,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,428,1,,0,no,212,2020-06-18
59,회사원,결혼,전문학교,없음,없음,없음,휴대폰,289,1,,0,no,213,2020-06-18
36,기술자,미혼,대졸학사,없음,대출있음,없음,휴대폰,317,1,,1,no,214,2020-06-18
31,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,153,1,,0,no,215,2020-06-18
37,서비스종사자,미혼,전문학교,없음,없음,없음,휴대폰,150,1,,0,no,216,2020-06-19
55,은퇴,결혼,고졸,미확인,없음,없음,휴대폰,674,1,,0,no,217,2020-06-19
37,서비스종사자,미혼,전문학교,없음,대출있음,없음,휴대폰,445,1,,1,yes,218,2020-06-20
51,기업가,미혼,고졸,없음,없음,없음,휴대폰,123,1,,0,no,219,2020-06-20
30,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,176,1,,0,no,220,2020-06-20
30,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,297,1,,0,no,221,2020-06-20
34,기술자,미혼,대졸학사,없음,대출있음,없음,유선전화,92,3,,0,no,222,2020-06-20
41,산업노동자,결혼,검정고시,없음,대출있음,없음,휴대폰,189,2,,1,no,223,2020-06-21
44,회사원,미혼,전문학교,없음,대출있음,없음,휴대폰,728,1,,0,no,224,2020-06-21
36,회사원,결혼,대졸학사,없음,대출있음,없음,휴대폰,127,2,,0,no,225,2020-06-21
43,산업노동자,결혼,고졸,없음,없음,대출있음,휴대폰,179,2,,0,no,226,2020-06-21
28,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,98,2,,0,no,227,2020-06-21
49,회사원,미혼,검정고시,미확인,없음,없음,휴대폰,135,2,,1,no,87,2020-06-21
28,회사원,미혼,전문학교,없음,없음,없음,휴대폰,251,2,,0,no,88,2020-06-21
30,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,1131,2,,0,no,89,2020-06-22
31,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,148,2,,0,no,90,2020-06-22
34,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,156,2,,1,no,91,2020-06-22
33,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,519,2,,2,yes,92,2020-06-22
31,서비스종사자,미혼,전문학교,없음,없음,없음,휴대폰,343,2,,0,no,93,2020-06-22
41,회사원,결혼,전문학교,없음,없음,없음,휴대폰,64,1,,1,no,94,2020-06-22
27,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,903,2,,0,no,95,2020-06-23
33,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,106,1,,0,no,96,2020-06-23
31,산업노동자,미혼,고졸,없음,없음,없음,휴대폰,459,4,,0,no,97,2020-06-23
35,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,109,1,,0,no,98,2020-06-23
39,미취업자,결혼,전문학교,없음,없음,없음,휴대폰,100,1,,0,no,99,2020-06-23
34,회사원,미확인,대졸학사,없음,없음,없음,휴대폰,139,2,,1,no,100,2020-06-23
47,산업노동자,미혼,고졸,미확인,없음,없음,휴대폰,159,1,,0,no,101,2020-06-23
58,은퇴,결혼,석박사,없음,대출있음,없음,휴대폰,47,1,,0,no,102,2020-06-23
37,산업노동자,미혼,석박사,없음,대출있음,대출있음,휴대폰,161,1,,0,no,103,2020-06-24
31,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,322,1,,1,no,104,2020-06-24
26,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,45,2,,2,no,105,2020-06-24
36,산업노동자,이혼,검정고시,없음,대출있음,없음,휴대폰,197,1,,1,no,106,2020-06-24
28,기술자,미혼,석박사,없음,없음,없음,휴대폰,687,2,,1,yes,107,2020-06-24
51,기업가,미혼,고졸,없음,없음,대출있음,휴대폰,89,1,,1,no,108,2020-06-24
32,회사원,결혼,전문학교,없음,대출있음,대출있음,휴대폰,231,2,,0,no,109,2020-06-24
32,산업노동자,결혼,고졸,없음,대출있음,대출있음,휴대폰,230,1,,0,no,110,2020-06-24
41,산업노동자,결혼,중졸,없음,대출있음,대출있음,휴대폰,389,2,,0,no,111,2020-06-24
40,회사원,결혼,고졸,미확인,대출있음,대출있음,휴대폰,323,2,,0,no,112,2020-06-24
34,회사원,미혼,전문학교,없음,대출있음,대출있음,휴대폰,125,2,,0,no,113,2020-06-24
46,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,174,3,,0,no,114,2020-06-24
49,기술자,결혼,대졸학사,없음,대출있음,없음,휴대폰,89,1,,1,no,115,2020-06-24
58,산업노동자,결혼,중졸,미확인,대출있음,대출있음,휴대폰,74,2,,2,no,116,2020-06-24
41,산업노동자,미혼,고졸,없음,없음,대출있음,휴대폰,540,1,,0,yes,117,2020-06-24
44,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,181,1,,0,no,118,2020-06-25
45,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,193,1,,0,no,119,2020-06-25
44,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,288,1,,1,no,120,2020-06-25
37,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,305,1,,0,no,121,2020-06-25
33,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,353,2,,0,no,122,2020-06-25
47,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,169,1,,0,no,123,2020-06-25
47,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,139,1,,0,no,124,2020-06-25
54,공무원,이혼,대졸학사,없음,대출있음,없음,휴대폰,127,2,12,1,no,125,2020-06-25
37,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,204,2,,0,no,126,2020-06-25
33,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,137,2,,1,no,127,2020-06-25
35,회사원,결혼,석박사,없음,대출있음,없음,휴대폰,827,1,,1,no,128,2020-06-25
31,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,150,1,,0,no,129,2020-06-25
36,회사원,미혼,검정고시,없음,대출있음,없음,휴대폰,402,2,,1,no,130,2020-06-25
27,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,319,2,,0,no,131,2020-06-27
35,산업노동자,이혼,고졸,없음,대출있음,없음,휴대폰,203,2,,1,no,132,2020-06-27
39,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,109,1,,0,no,133,2020-06-27
38,산업노동자,미확인,전문학교,없음,없음,없음,휴대폰,311,1,6,1,no,134,2020-06-27
39,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,110,2,,1,no,135,2020-06-27
42,산업노동자,이혼,전문학교,미확인,대출있음,없음,휴대폰,175,1,,1,no,136,2020-06-27
34,회사원,이혼,대졸학사,없음,없음,없음,휴대폰,207,1,,1,no,137,2020-06-27
33,기업가,결혼,대졸학사,미확인,대출있음,없음,휴대폰,92,2,,1,no,138,2020-06-27
52,회사원,미혼,미확인,미확인,대출있음,없음,휴대폰,147,1,,0,no,139,2020-06-28
33,회사원,결혼,전문학교,없음,대출있음,없음,유선전화,48,2,,1,no,140,2020-06-28
37,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,164,3,,0,no,141,2020-06-28
52,회사원,미혼,미확인,미확인,없음,없음,휴대폰,321,1,,0,no,142,2020-06-28
31,공무원,미혼,전문학교,없음,없음,없음,휴대폰,90,1,,0,no,143,2020-06-28
34,회사원,결혼,전문학교,없음,없음,없음,휴대폰,191,1,,0,no,144,2020-06-28
37,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,130,1,,0,no,145,2020-06-29
37,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,317,1,,1,no,146,2020-06-29
34,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,138,2,,0,no,147,2020-06-29
33,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,194,2,,0,no,148,2020-06-29
28,기술자,결혼,석박사,없음,없음,없음,휴대폰,550,1,,0,yes,149,2020-06-30
34,회사원,결혼,전문학교,없음,없음,대출있음,휴대폰,811,1,,0,no,150,2020-06-30
36,회사원,미혼,검정고시,없음,대출있음,없음,유선전화,125,2,,1,no,151,2020-06-30
33,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,430,2,,0,yes,152,2020-06-30
53,회사원,결혼,대졸학사,미확인,대출있음,없음,휴대폰,124,1,,1,no,153,2020-06-30
54,산업노동자,결혼,전문학교,없음,대출있음,대출있음,휴대폰,184,1,,0,no,154,2020-06-30
27,서비스종사자,미혼,전문학교,미확인,대출있음,없음,휴대폰,124,2,,1,no,155,2020-06-30
40,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,182,2,,1,no,156,2020-06-30
38,산업노동자,결혼,전문학교,미확인,대출있음,없음,휴대폰,118,1,,1,no,157,2020-06-30
48,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,79,2,,1,no,158,2020-06-30
37,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,138,1,,0,no,159,2020-06-30
29,기술자,미혼,석박사,없음,없음,대출있음,휴대폰,289,2,,0,no,160,2020-06-30
39,산업노동자,이혼,고졸,미확인,없음,없음,휴대폰,482,2,,0,no,161,2020-06-30
36,기술자,미혼,석박사,미확인,없음,없음,휴대폰,654,1,,0,no,162,2020-06-30
29,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,198,2,,2,no,163,2020-06-30
35,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,145,1,,0,no,164,2020-07-01
33,산업노동자,미혼,고졸,없음,대출있음,없음,휴대폰,116,2,,1,no,165,2020-07-01
35,산업노동자,결혼,고졸,미확인,대출있음,대출있음,휴대폰,500,1,,0,no,166,2020-07-01
29,서비스종사자,결혼,전문학교,미확인,미확인,미확인,휴대폰,141,2,,0,no,167,2020-07-01
48,산업노동자,결혼,고졸,미확인,대출있음,없음,휴대폰,68,1,,0,no,168,2020-07-01
44,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,346,1,,0,no,169,2020-07-02
40,산업노동자,결혼,고졸,미확인,대출있음,대출있음,휴대폰,131,2,,1,no,170,2020-07-02
51,산업노동자,결혼,고졸,미확인,대출있음,대출있음,휴대폰,220,1,,0,no,171,2020-07-02
36,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,181,1,,0,no,172,2020-07-02
37,주부,결혼,검정고시,미확인,대출있음,대출있음,휴대폰,756,2,,0,no,173,2020-07-02
41,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,309,1,,1,no,174,2020-07-02
54,기술자,이혼,대졸학사,없음,없음,없음,휴대폰,91,2,,0,no,175,2020-07-02
33,서비스종사자,결혼,전문학교,없음,대출있음,대출있음,휴대폰,323,2,,1,no,176,2020-07-03
30,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,82,2,,1,no,177,2020-07-03
51,회사원,이혼,전문학교,없음,대출있음,대출있음,휴대폰,316,2,,1,no,178,2020-07-03
39,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,283,3,,0,no,179,2020-07-03
24,학생,미혼,고졸,없음,없음,없음,휴대폰,133,1,,0,no,180,2020-07-03
51,회사원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,120,3,,0,no,181,2020-07-03
48,산업노동자,결혼,고졸,없음,대출있음,대출있음,휴대폰,189,2,,0,no,182,2020-07-03
58,산업노동자,미혼,고졸,없음,대출있음,없음,휴대폰,127,2,,0,no,183,2020-07-03
53,산업노동자,결혼,석박사,미확인,대출있음,없음,휴대폰,251,4,,1,no,184,2020-07-03
27,기술자,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,754,1,,0,yes,185,2020-07-04
37,산업노동자,미혼,석박사,없음,없음,없음,휴대폰,84,2,,2,no,186,2020-07-04
33,산업노동자,결혼,검정고시,미확인,없음,없음,휴대폰,320,1,,0,no,187,2020-07-04
39,미취업자,결혼,고졸,없음,대출있음,없음,휴대폰,222,2,,1,no,188,2020-07-04
28,자영업자,미혼,대졸학사,없음,없음,없음,휴대폰,554,2,,0,yes,189,2020-07-04
32,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,302,2,,0,no,190,2020-07-04
52,산업노동자,결혼,중졸,미확인,없음,없음,휴대폰,239,3,,0,no,191,2020-07-04
51,기업가,미혼,고졸,없음,대출있음,없음,휴대폰,396,3,,0,yes,192,2020-07-04
58,자영업자,결혼,미확인,미확인,없음,없음,휴대폰,250,2,,0,no,193,2020-07-04
33,기술자,결혼,석박사,미확인,없음,없음,휴대폰,167,3,,1,no,194,2020-07-05
40,주부,이혼,전문학교,없음,대출있음,없음,휴대폰,136,3,,1,no,195,2020-07-05
37,주부,결혼,검정고시,미확인,없음,없음,휴대폰,322,2,,1,no,196,2020-07-05
32,기술자,미혼,석박사,없음,대출있음,없음,휴대폰,97,2,,0,no,197,2020-07-06
42,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,206,2,,1,no,198,2020-07-07
37,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,51,4,,0,no,199,2020-07-07
35,서비스종사자,미혼,전문학교,없음,없음,없음,휴대폰,281,2,,1,no,200,2020-07-07
34,주부,결혼,전문학교,미확인,대출있음,대출있음,휴대폰,17,4,,1,no,201,2020-07-07
39,공무원,결혼,대졸학사,미확인,없음,없음,휴대폰,825,2,,0,no,202,2020-07-08
30,회사원,이혼,전문학교,없음,대출있음,없음,유선전화,62,4,,1,no,203,2020-07-08
28,회사원,미혼,전문학교,없음,대출있음,대출있음,휴대폰,253,2,,0,no,204,2020-07-08
48,기업가,결혼,고졸,미확인,없음,없음,휴대폰,487,2,,0,no,205,2020-07-08
49,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,155,1,,0,no,206,2020-07-08
33,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,96,2,,1,no,207,2020-07-08
34,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,311,3,,1,no,208,2020-07-08
51,산업노동자,결혼,고졸,없음,대출있음,없음,유선전화,90,2,,0,no,209,2020-07-08
30,공무원,미혼,전문학교,없음,없음,대출있음,휴대폰,402,2,,0,no,210,2020-07-08
51,산업노동자,결혼,고졸,미확인,없음,대출있음,휴대폰,22,2,,0,no,211,2020-07-08
33,서비스종사자,결혼,전문학교,없음,대출있음,없음,휴대폰,89,2,,1,no,212,2020-07-08
36,기술자,미혼,석박사,미확인,대출있음,없음,휴대폰,228,2,,0,no,213,2020-07-08
34,회사원,결혼,전문학교,없음,없음,없음,휴대폰,350,2,,1,no,214,2020-07-08
34,기술자,이혼,석박사,없음,대출있음,없음,유선전화,175,1,,0,no,215,2020-07-08
28,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,549,1,,0,no,216,2020-07-08
36,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,133,1,,0,no,217,2020-07-08
32,기술자,결혼,석박사,없음,대출있음,대출있음,휴대폰,160,1,,0,no,218,2020-07-08
43,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,192,1,,0,no,219,2020-07-08
32,기술자,이혼,고졸,없음,대출있음,대출있음,휴대폰,103,3,,1,no,220,2020-07-08
46,서비스종사자,결혼,전문학교,미확인,없음,없음,휴대폰,765,1,,1,yes,221,2020-07-08
40,산업노동자,결혼,미확인,없음,대출있음,없음,휴대폰,88,1,,1,no,222,2020-07-09
30,회사원,이혼,전문학교,없음,대출있음,없음,휴대폰,422,1,,1,no,223,2020-07-09
47,산업노동자,결혼,고졸,없음,대출있음,대출있음,휴대폰,74,6,,2,no,224,2020-07-09
34,회사원,결혼,대졸학사,없음,없음,없음,유선전화,149,4,,0,no,225,2020-07-10
30,서비스종사자,미혼,전문학교,미확인,대출있음,없음,휴대폰,70,3,,0,no,226,2020-07-10
29,산업노동자,미혼,석박사,없음,대출있음,없음,휴대폰,87,3,,0,no,227,2020-07-10
41,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,233,2,,0,no,87,2020-07-10
43,산업노동자,결혼,중졸,미확인,대출있음,없음,휴대폰,28,2,,0,no,88,2020-07-10
52,회사원,미혼,미확인,미확인,없음,대출있음,휴대폰,346,3,,0,no,89,2020-07-10
46,공무원,결혼,대졸학사,미확인,대출있음,대출있음,휴대폰,172,4,,0,no,90,2020-07-11
35,서비스종사자,결혼,고졸,없음,대출있음,없음,휴대폰,523,2,,1,no,91,2020-07-11
36,공무원,미혼,대졸학사,없음,대출있음,대출있음,휴대폰,147,2,,1,no,92,2020-07-11
54,공무원,이혼,대졸학사,없음,대출있음,대출있음,휴대폰,265,2,,1,no,93,2020-07-12
54,기술자,이혼,대졸학사,없음,대출있음,없음,휴대폰,57,2,,1,no,94,2020-07-13
40,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,246,4,,1,no,95,2020-07-13
39,산업노동자,미혼,고졸,미확인,대출있음,없음,휴대폰,82,2,,1,no,96,2020-07-13
33,기업가,미혼,전문학교,없음,대출있음,대출있음,휴대폰,328,2,,0,no,97,2020-07-13
37,회사원,미혼,전문학교,없음,없음,없음,휴대폰,151,2,,0,no,98,2020-07-13
33,공무원,결혼,대졸학사,없음,대출있음,없음,휴대폰,85,4,,0,no,99,2020-07-13
51,공무원,이혼,대졸학사,없음,없음,없음,휴대폰,345,2,,0,no,100,2020-07-13
34,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,168,3,,0,no,101,2020-07-13
36,기업가,결혼,대졸학사,없음,대출있음,없음,휴대폰,239,2,,0,no,102,2020-07-13
52,서비스종사자,결혼,검정고시,없음,대출있음,없음,휴대폰,169,2,,0,no,103,2020-07-13
58,은퇴,결혼,중졸,없음,대출있음,없음,휴대폰,358,2,,1,no,104,2020-07-13
31,산업노동자,미혼,전문학교,없음,대출있음,없음,휴대폰,116,2,,2,no,105,2020-07-14
35,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,222,2,,1,no,106,2020-07-14
33,기술자,결혼,대졸학사,없음,없음,없음,휴대폰,1489,3,,0,yes,107,2020-07-14
33,기업가,결혼,고졸,없음,없음,없음,휴대폰,349,2,,1,no,108,2020-07-14
30,서비스종사자,결혼,전문학교,미확인,없음,대출있음,휴대폰,102,2,,0,no,109,2020-07-14
41,회사원,미혼,대졸학사,없음,없음,대출있음,휴대폰,593,2,,1,no,110,2020-07-14
36,산업노동자,미혼,전문학교,없음,없음,대출있음,휴대폰,1347,2,,1,yes,111,2020-07-15
28,회사원,미혼,대졸학사,없음,대출있음,없음,휴대폰,69,2,,0,no,112,2020-07-15
36,기술자,미혼,대졸학사,없음,없음,없음,휴대폰,307,2,,0,no,113,2020-07-15
31,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,242,2,,2,no,114,2020-07-15
37,자영업자,이혼,대졸학사,없음,없음,없음,휴대폰,143,3,,1,no,115,2020-07-15
39,산업노동자,결혼,고졸,없음,없음,없음,휴대폰,129,3,,0,no,116,2020-07-15
42,산업노동자,결혼,검정고시,없음,없음,없음,휴대폰,320,3,,0,no,117,2020-07-15
31,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,290,2,,0,no,118,2020-07-15
44,미취업자,결혼,고졸,없음,대출있음,없음,휴대폰,206,2,,0,no,119,2020-07-15
38,자영업자,결혼,고졸,없음,없음,없음,휴대폰,270,4,,1,no,120,2020-07-15
48,기업가,결혼,검정고시,없음,없음,없음,휴대폰,1369,3,,0,no,121,2020-07-15
35,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,456,3,,0,no,122,2020-07-15
41,산업노동자,결혼,중졸,미확인,없음,대출있음,휴대폰,17,3,,2,no,123,2020-07-15
49,서비스종사자,미혼,전문학교,없음,없음,대출있음,휴대폰,231,2,,1,no,124,2020-07-15
28,회사원,결혼,전문학교,없음,대출있음,없음,휴대폰,293,3,,0,no,125,2020-07-15
34,서비스종사자,결혼,전문학교,없음,없음,없음,휴대폰,215,2,,2,no,126,2020-07-15
35,기술자,결혼,석박사,없음,없음,대출있음,휴대폰,273,4,,0,no,127,2020-07-16
33,산업노동자,결혼,고졸,미확인,없음,없음,휴대폰,804,2,9,1,no,128,2020-07-16
48,기업가,미혼,석박사,없음,대출있음,없음,휴대폰,606,3,,0,no,129,2020-07-17
29,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,142,3,,0,no,130,2020-07-17
44,회사원,결혼,고졸,미확인,없음,없음,휴대폰,217,3,,1,no,131,2020-07-17
35,회사원,미혼,대졸학사,없음,없음,없음,휴대폰,261,2,,0,no,132,2020-07-17
32,서비스종사자,결혼,전문학교,없음,대출있음,없음,유선전화,309,3,,1,no,133,2020-07-17
37,회사원,결혼,대졸학사,없음,없음,없음,휴대폰,232,2,,1,no,134,2020-07-17
48,산업노동자,결혼,검정고시,미확인,없음,대출있음,휴대폰,152,4,,1,no,135,2020-07-17
50,회사원,이혼,대졸학사,없음,대출있음,없음,휴대폰,335,3,,0,no,136,2020-07-17
52,산업노동자,결혼,중졸,없음,없음,없음,휴대폰,437,4,,1,no,137,2020-07-17
33,회사원,결혼,전문학교,없음,없음,없음,유선전화,167,3,,0,no,138,2020-07-18
29,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,140,2,,0,no,139,2020-07-18
42,산업노동자,결혼,검정고시,미확인,대출있음,없음,휴대폰,458,3,,0,no,140,2020-07-18
34,기술자,결혼,석박사,없음,대출있음,없음,휴대폰,91,3,,0,no,141,2020-07-18
36,산업노동자,결혼,고졸,없음,대출있음,없음,휴대폰,284,3,,0,no,142,2020-07-18
45,서비스종사자,이혼,전문학교,미확인,없음,없음,휴대폰,185,3,,0,no,143,2020-07-18
28,산업노동자,미혼,고졸,미확인,없음,없음,휴대폰,77,3,,0,no,144,2020-07-18
29,학생,미혼,고졸,없음,없음,없음,휴대폰,467,2,,0,no,145,2020-07-19
41,산업노동자,결혼,중졸,없음,대출있음,없음,휴대폰,187,8,,0,no,146,2020-07-19
45,기업가,결혼,대졸학사,없음,대출있음,없음,휴대폰,1074,4,,1,yes,147,2020-07-19
37,산업노동자,결혼,고졸,미확인,없음,없음,유선전화,97,2,,0,no,148,2020-07-19
34,서비스종사자,결혼,전문학교,없음,없음,대출있음,휴대폰,362,2,,1,no,149,2020-07-20
39,기술자,이혼,석박사,없음,없음,대출있음,휴대폰,445,2,,1,no,150,2020-07-20
