CustomerId,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,StartDate,EndDate,EndDateTmp,ChurnLabel,ChurnScore,ChurnCategory,ChurnReason,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge
C-15172,남성,67,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,28,2021.7.1,2021.10.1,2021.10.1,Yes,96,Price,Long distance charges,2314,2,0,0,0
C-15173,남성,21,20대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,51,2015.11.1,,2022.1.1,No,58,,,5254,4,0,0,0
C-15174,남성,20,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,48,2021.5.1,2021.6.1,2021.6.1,Yes,89,Dissatisfaction,Product dissatisfaction,3898,1,0,8140,8140
C-15175,남성,23,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.12.1,,2022.1.1,No,63,,,3037,3,0,1810,23620
C-15176,여성,40,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,Yes,Yes,8,2019.3.1,,2022.1.1,No,75,,,5479,3,0,6780,149160
C-15177,남성,76,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,23,2019.1.1,,2022.1.1,No,40,,,4422,4,0,52090,1251020
C-15178,여성,66,60대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,23,2017.9.1,2021.2.1,2021.2.1,Yes,89,Attitude,Attitude of support person,3380,1,0,31640,1294980
C-15179,여성,38,30대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2019.8.1,,2022.1.1,No,70,,,2093,4,0,28930,492120
C-15180,여성,46,40대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,26,2020.8.1,,2022.1.1,No,69,,,3573,5,0,0,0
C-15181,남성,37,30대,Yes,No,0,Yes,10,No,신용카드,Yes,No,No,No,4,2017.4.1,,2022.1.1,No,79,,,2929,3,101700,48930,2200340
C-15182,여성,46,40대,Yes,No,0,Yes,3,No,계좌이체,Yes,No,No,Yes,17,2020.1.1,,2022.1.1,No,55,,,2495,3,0,28360,340240
C-15183,남성,40,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2020.12.1,,2022.1.1,No,80,,,3075,3,0,15710,15710
C-15184,여성,32,30대,Yes,Yes,3,Yes,2,Yes,신용카드,No,No,No,No,0,2016.1.1,,2022.1.1,No,52,,,6134,4,0,26780,1605500
C-15186,여성,34,30대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,18,2021.5.1,2021.9.1,2021.9.1,Yes,87,Competitor,Competitor made better offer,2895,1,0,6330,25430
C-15187,여성,60,60대,Yes,Yes,2,No,0,No,계좌이체,No,No,No,Yes,17,2019.11.1,,2022.1.1,No,25,,,5819,4,0,25990,363860
C-15188,여성,61,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,0,2016.10.1,,2022.1.1,No,65,,,5089,5,0,33790,1721440
C-15189,여성,43,40대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020.12.1,,2022.1.1,No,25,,,2742,4,0,27120,27120
C-15190,여성,23,20대,No,No,0,Yes,5,No,이체/메일확인,Yes,Yes,Yes,Yes,82,2019.2.1,,2022.1.1,No,54,,,2177,3,0,30740,707950
C-15191,여성,37,30대,No,No,0,No,0,No,계좌이체,No,Yes,Yes,Yes,13,2015.1.1,,2022.1.1,No,37,,,4530,3,0,9380,674500
C-15192,여성,35,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.12.1,,2022.1.1,No,51,,,2577,5,0,25310,25310
C-15193,남성,45,40대,Yes,No,0,Yes,2,No,신용카드,No,No,No,No,0,2018.7.1,,2022.1.1,No,78,,,2492,5,0,25880,775970
C-15194,남성,32,30대,Yes,Yes,1,Yes,4,Yes,계좌이체,Yes,Yes,No,Yes,12,2015.4.1,,2022.1.1,No,39,,,4665,3,0,55820,3851720
C-15195,남성,35,30대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2020.12.1,,2022.1.1,No,77,,,5526,5,0,27690,27690
C-15196,여성,54,50대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2020.8.1,,2022.1.1,No,47,,,2575,4,0,42940,214590
C-15197,남성,47,40대,No,No,0,No,0,No,계좌이체,Yes,No,No,Yes,14,2020.12.1,,2022.1.1,No,79,,,2908,4,0,47230,47230
C-15198,남성,42,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,14,2021.2.1,2021.4.1,2021.4.1,Yes,97,Competitor,Competitor offered more data,3051,3,0,46560,93110
C-15199,남성,29,20대,No,No,0,No,0,No,계좌이체,No,No,Yes,No,41,2019.12.1,,2022.1.1,No,80,,,5985,3,135600,50170,652690
C-15200,남성,57,50대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,Yes,No,11,2015.5.1,2021.4.1,2021.4.1,Yes,97,Dissatisfaction,Product dissatisfaction,4982,1,22600,6550,462170
C-15201,남성,38,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,22,2020.5.1,,2022.1.1,No,54,,,3003,3,0,54470,435730
C-15202,남성,22,20대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,58,2020.6.1,,2022.1.1,No,40,,,4010,4,0,35930,251880
C-15203,남성,43,40대,Yes,Yes,2,Yes,1,No,계좌이체,No,No,No,No,0,2018.12.1,,2022.1.1,No,51,,,2888,4,0,17850,445220
C-15204,남성,38,30대,No,Yes,2,No,0,No,신용카드,No,No,No,No,0,2018.5.1,,2022.1.1,No,50,,,3114,4,0,19100,612570
C-15205,여성,46,40대,No,No,0,No,0,No,계좌이체,No,No,Yes,Yes,3,2020.8.1,2021.7.1,2021.7.1,Yes,66,Competitor,Competitor offered higher download speeds,5250,1,0,25310,277980
C-15206,여성,45,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,No,22,2020.11.1,,2022.1.1,No,39,,,4917,3,22600,8700,17400
C-15207,남성,58,50대,Yes,Yes,3,No,0,No,신용카드,Yes,Yes,Yes,Yes,57,2019.12.1,,2022.1.1,No,27,,,2898,3,0,0,0
C-15208,남성,73,70대,Yes,No,0,Yes,10,Yes,계좌이체,Yes,Yes,Yes,Yes,30,2015.1.1,,2022.1.1,No,39,,,4988,3,0,1470,109050
C-15209,여성,37,30대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,19,2017.10.1,,2022.1.1,No,77,,,3424,3,0,0,0
C-15210,남성,48,40대,Yes,Yes,3,Yes,9,Yes,계좌이체,No,No,No,Yes,20,2020.7.1,,2022.1.1,No,62,,,2651,4,0,43510,261030
C-15211,여성,63,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2018.6.1,,2022.1.1,No,30,,,3086,3,0,38080,1180850
C-15213,여성,25,20대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,51,2021.3.1,2021.8.1,2021.8.1,Yes,73,Competitor,Competitor offered more data,5090,3,0,1700,8480
C-15214,남성,42,40대,Yes,No,0,Yes,3,No,신용카드,Yes,No,Yes,Yes,14,2018.10.1,,2022.1.1,No,51,,,4732,3,0,13330,360920
C-15215,여성,48,40대,Yes,Yes,3,Yes,6,No,계좌이체,No,No,No,No,0,2020.5.1,,2022.1.1,No,35,,,5206,4,0,19440,155490
C-15216,남성,40,40대,No,No,0,No,0,No,계좌이체,Yes,No,Yes,Yes,13,2017.10.1,,2022.1.1,No,61,,,4003,3,0,0,0
C-15217,여성,24,20대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,51,2020.9.1,,2022.1.1,No,60,,,4288,4,0,18420,73450
C-15218,여성,23,20대,No,No,0,Yes,7,No,계좌이체,Yes,No,Yes,Yes,27,2016.10.1,,2022.1.1,No,38,,,6404,4,0,0,0
C-15219,남성,24,20대,No,No,0,Yes,8,Yes,계좌이체,No,No,No,Yes,30,2021.1.1,2021.5.1,2021.5.1,Yes,87,Dissatisfaction,Product dissatisfaction,4013,1,0,54920,219900
C-15220,남성,27,20대,No,No,0,Yes,9,Yes,신용카드,No,No,No,No,0,2020.10.1,,2022.1.1,No,27,,,5587,5,0,15930,47800
C-15221,여성,48,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,16,2016.2.1,,2022.1.1,No,32,,,4094,3,0,35260,2082140
C-15222,남성,35,30대,No,No,0,No,0,No,계좌이체,Yes,Yes,Yes,Yes,30,2017.12.1,,2022.1.1,No,27,,,3183,4,0,43390,1606750
C-15223,여성,67,60대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,7,2020.6.1,,2022.1.1,No,37,,,4615,4,0,8810,61810
C-15224,여성,43,40대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,23,2020.7.1,,2022.1.1,No,79,,,3474,3,0,0,0
C-15225,여성,41,40대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.6.1,,2022.1.1,No,54,,,4208,5,0,44750,313120
C-15226,남성,52,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,11,2020.4.1,,2022.1.1,No,70,,,5212,5,0,8250,74470
C-15227,여성,33,30대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2020.9.1,,2022.1.1,No,57,,,5685,4,0,7230,28700
C-15228,남성,43,40대,Yes,Yes,1,Yes,1,Yes,계좌이체,No,Yes,No,Yes,16,2017.3.1,,2022.1.1,No,51,,,3315,5,0,6220,286910
C-15229,남성,36,30대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,28,2020.12.1,2021.1.1,2021.1.1,Yes,97,Attitude,Attitude of support person,3531,1,0,27350,27350
C-15230,여성,80,80대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,Yes,24,2016.3.1,2021.7.1,2021.7.1,Yes,89,Price,Lack of affordable download/upload speed,6080,1,0,32880,2105980
C-15231,남성,53,50대,Yes,No,0,Yes,5,No,신용카드,Yes,Yes,Yes,Yes,8,2015.1.1,,2022.1.1,No,53,,,6274,4,0,7120,511780
C-15232,여성,67,60대,No,No,0,No,0,No,계좌이체,No,Yes,Yes,Yes,23,2018.9.1,,2022.1.1,No,37,,,3820,4,0,14350,402510
C-15233,여성,24,20대,No,No,0,Yes,3,Yes,계좌이체,No,No,No,Yes,59,2020.4.1,,2022.1.1,No,62,,,4654,5,0,7680,68930
C-15234,남성,40,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,6,2020.12.1,,2022.1.1,No,66,,,3145,5,0,0,0
C-15235,남성,62,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.6.1,,2022.1.1,No,43,,,2916,3,0,19440,368610
C-15236,남성,75,70대,Yes,No,0,Yes,2,Yes,신용카드,No,Yes,Yes,Yes,9,2015.2.1,,2022.1.1,No,80,,,6412,4,0,1360,98650
C-15237,남성,35,30대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,11,2021.8.1,2021.10.1,2021.10.1,Yes,89,Attitude,Attitude of support person,4134,1,0,15480,31080
C-15238,남성,49,40대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,No,15,2020.11.1,,2022.1.1,No,23,,,4855,3,11300,25540,50960
C-15239,남성,31,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,11,2021.7.1,2021.10.1,2021.10.1,Yes,66,Competitor,Competitor had better devices,3038,1,0,30170,90510
C-15240,남성,63,60대,No,No,0,No,0,No,신용카드,No,No,Yes,Yes,28,2019.7.1,,2022.1.1,No,44,,,2110,4,0,53900,970670
C-15241,남성,61,60대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,13,2021.9.1,2021.12.1,2021.12.1,Yes,83,Attitude,Attitude of support person,2987,2,0,0,0
C-15242,여성,31,30대,Yes,Yes,2,Yes,6,Yes,이체/메일확인,No,Yes,No,Yes,20,2020.11.1,,2022.1.1,No,61,,,4387,3,0,0,0
C-15243,남성,26,20대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,73,2019.3.1,,2022.1.1,No,34,,,4094,5,0,32090,706480
C-15244,여성,62,60대,Yes,No,0,Yes,3,No,계좌이체,No,No,No,Yes,18,2020.5.1,2021.2.1,2021.2.1,Yes,91,Competitor,Network reliability,4971,2,0,29950,269620
C-15245,여성,57,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,10,2020.11.1,,2022.1.1,No,75,,,4840,3,0,38190,76280
C-15246,남성,70,70대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,Yes,16,2019.9.1,2021.2.1,2021.2.1,Yes,79,Competitor,Competitor made better offer,3443,2,0,10740,182500
C-15247,남성,45,40대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,Yes,20,2019.5.1,,2022.1.1,No,68,,,4481,3,0,0,0
C-15248,남성,33,30대,Yes,Yes,2,Yes,8,No,신용카드,No,No,No,Yes,30,2020.9.1,,2022.1.1,No,57,,,2776,5,0,39660,158650
C-15249,남성,30,30대,Yes,No,0,Yes,2,No,계좌이체,Yes,Yes,Yes,Yes,30,2015.2.1,,2022.1.1,No,23,,,5007,4,0,32320,2293000
C-15250,남성,53,50대,Yes,No,0,Yes,2,Yes,신용카드,Yes,No,No,Yes,10,2017.5.1,,2022.1.1,No,44,,,2770,4,0,24180,1063560
C-15251,여성,51,50대,Yes,No,0,Yes,5,No,계좌이체,No,No,No,Yes,7,2020.10.1,,2022.1.1,No,58,,,2330,5,0,3390,10060
C-15252,여성,56,50대,Yes,Yes,3,Yes,8,No,신용카드,Yes,Yes,Yes,Yes,27,2015.1.1,,2022.1.1,No,65,,,6063,3,0,25540,1840320
C-15253,여성,27,20대,Yes,No,0,Yes,5,No,신용카드,Yes,Yes,Yes,Yes,76,2016.7.1,,2022.1.1,No,27,,,5907,3,0,33560,1809810
C-15254,여성,25,20대,Yes,No,0,Yes,1,No,계좌이체,Yes,No,No,Yes,41,2019.7.1,,2022.1.1,No,39,,,4809,3,0,48930,880500
C-15255,남성,65,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,9,2018.11.1,,2022.1.1,No,54,,,4030,5,0,28250,735630
C-15256,여성,21,20대,No,No,0,Yes,2,Yes,계좌이체,No,No,Yes,No,53,2016.8.1,,2022.1.1,No,44,,,6439,5,169500,47690,2526120
C-15257,여성,21,20대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,42,2020.10.1,,2022.1.1,No,47,,,4099,3,0,54580,163740
C-15258,남성,33,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2018.12.1,,2022.1.1,No,50,,,2305,3,0,15140,377420
C-15259,여성,23,20대,No,No,0,Yes,3,No,신용카드,Yes,Yes,Yes,Yes,69,2015.1.1,,2022.1.1,No,66,,,5762,3,0,50740,3654650
C-15260,여성,29,20대,Yes,No,0,Yes,3,Yes,계좌이체,No,Yes,Yes,Yes,69,2016.8.1,,2022.1.1,No,28,,,5713,3,0,47230,2504650
C-15261,여성,80,80대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,5,2021.10.1,2021.11.1,2021.11.1,Yes,72,Competitor,Don't know,5345,3,0,32320,32320
C-15262,남성,53,50대,Yes,No,0,Yes,1,Yes,이체/메일확인,No,No,No,Yes,26,2020.4.1,2021.10.1,2021.10.1,Yes,97,Competitor,Competitor offered higher download speeds,2815,1,0,21580,387480
C-15263,남성,29,20대,No,No,0,No,0,Yes,신용카드,Yes,No,No,Yes,42,2020.3.1,,2022.1.1,No,38,,,5983,3,0,54690,546690
C-15264,여성,35,30대,No,No,0,No,0,No,신용카드,No,No,No,Yes,15,2021.5.1,2021.12.1,2021.12.1,Yes,75,Competitor,Lack of self-service on Website,2872,1,0,20450,143170
C-15265,여성,54,50대,Yes,No,0,Yes,10,Yes,계좌이체,No,No,No,No,0,2016.4.1,,2022.1.1,No,77,,,6064,4,0,26330,1499510
C-15266,여성,57,50대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,2,2020.5.1,,2022.1.1,No,29,,,2038,3,0,0,0
C-15267,남성,35,30대,Yes,No,0,Yes,5,Yes,계좌이체,No,Yes,No,Yes,7,2018.4.1,,2022.1.1,No,40,,,3348,4,0,35930,1184350
C-15268,남성,78,70대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,18,2015.9.1,,2022.1.1,No,63,,,5125,3,0,21700,1388540
C-15269,남성,41,40대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,3,2020.4.1,,2022.1.1,No,66,,,5017,3,0,34800,313240
C-15270,남성,71,70대,Yes,Yes,1,Yes,10,Yes,계좌이체,Yes,No,No,Yes,11,2016.1.1,,2022.1.1,No,71,,,6214,4,0,20570,1235990
C-15271,남성,27,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2016.7.1,,2022.1.1,No,70,,,5708,5,0,29040,1569460
C-15272,여성,23,20대,No,No,0,Yes,2,No,계좌이체,No,No,Yes,No,48,2017.3.1,,2022.1.1,No,38,,,5187,5,56500,7120,325440
C-15273,여성,21,20대,No,No,0,No,0,No,이체/메일확인,No,No,No,No,0,2021.3.1,2021.4.1,2021.4.1,Yes,82,Competitor,Competitor made better offer,5421,3,0,17740,17740
C-15274,남성,24,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.7.1,,2022.1.1,No,20,,,4439,3,0,13790,82490
C-15275,남성,49,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,19,2020.12.1,,2022.1.1,No,21,,,3154,4,67800,6670,6670
C-15276,남성,31,30대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,11,2020.12.1,,2022.1.1,No,79,,,4796,4,0,4520,4520
C-15277,여성,49,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,No,3,2017.1.1,,2022.1.1,No,29,,,4740,4,67800,24180,1160170
C-15278,남성,62,60대,Yes,Yes,3,Yes,2,Yes,계좌이체,No,Yes,Yes,Yes,27,2017.4.1,,2022.1.1,No,38,,,4221,3,0,8480,380360
C-15279,여성,54,50대,Yes,No,0,Yes,8,Yes,계좌이체,No,No,No,No,0,2017.12.1,,2022.1.1,No,20,,,5707,4,0,17520,648510
C-15280,남성,75,70대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,No,17,2020.2.1,,2022.1.1,No,23,,,5296,3,135600,54580,600710
C-15281,남성,38,30대,Yes,Yes,3,Yes,10,Yes,신용카드,No,No,No,Yes,56,2016.6.1,,2022.1.1,No,44,,,4603,5,0,25540,1402100
C-15282,남성,76,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,26,2020.11.1,2021.11.1,2021.11.1,Yes,98,Competitor,Competitor offered more data,2819,3,0,24750,296850
C-15283,남성,45,40대,No,Yes,2,No,0,No,계좌이체,No,No,No,No,0,2017.10.1,,2022.1.1,No,53,,,5986,5,0,52660,2052310
C-15284,남성,51,50대,No,No,0,No,0,No,계좌이체,Yes,Yes,Yes,No,22,2017.11.1,,2022.1.1,No,39,,,5858,3,101700,31640,1202320
C-15285,여성,51,50대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,26,2020.1.1,2021.4.1,2021.4.1,Yes,89,Competitor,Competitor made better offer,4780,1,0,53790,806370
C-15286,여성,67,60대,Yes,No,0,Yes,5,Yes,계좌이체,No,No,No,Yes,24,2017.4.1,,2022.1.1,No,41,,,2701,4,0,46220,2077280
C-15287,여성,44,40대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,No,0,2015.1.1,,2022.1.1,No,76,,,4747,3,0,53340,3843470
C-15288,남성,63,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,27,2020.12.1,,2022.1.1,No,32,,,2722,5,11300,16270,16270
C-15289,남성,21,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2019.9.1,,2022.1.1,No,39,,,4726,3,0,36840,589750
C-15290,남성,37,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,24,2016.8.1,,2022.1.1,No,35,,,5940,5,0,5420,288720
C-15291,여성,42,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,8,2020.9.1,2021.10.1,2021.10.1,Yes,86,Attitude,Attitude of support person,2655,2,0,0,0
C-15292,남성,74,70대,Yes,Yes,3,Yes,1,Yes,계좌이체,No,Yes,Yes,No,20,2015.2.1,,2022.1.1,No,54,,,6404,4,22600,52090,3699390
C-15293,남성,23,20대,No,No,0,Yes,1,No,계좌이체,No,No,No,No,0,2016.1.1,,2022.1.1,No,24,,,4501,3,0,18530,1113280
C-15294,남성,76,70대,Yes,Yes,2,Yes,5,Yes,계좌이체,Yes,Yes,No,Yes,19,2015.2.1,,2022.1.1,No,44,,,4485,3,0,34130,2419780
C-15295,여성,38,30대,Yes,Yes,3,Yes,2,No,이체/메일확인,No,No,No,No,0,2019.11.1,,2022.1.1,No,28,,,5751,5,0,50400,704780
C-15296,남성,35,30대,No,No,0,No,0,Yes,신용카드,No,No,No,No,17,2020.7.1,2021.2.1,2021.2.1,Yes,91,Price,Price too high,4154,1,67800,41580,291430
C-15297,남성,65,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,11,2017.10.1,2021.12.1,2021.12.1,Yes,73,Dissatisfaction,Network reliability,4287,3,0,21360,1068980
C-15298,남성,63,60대,Yes,Yes,2,Yes,5,Yes,계좌이체,No,No,No,No,0,2015.4.1,,2022.1.1,No,22,,,4933,3,0,13110,904450
C-15299,여성,76,70대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,15,2017.5.1,2021.6.1,2021.6.1,Yes,70,Attitude,Competitor offered higher download speeds,5651,2,0,50740,2484980
C-15300,남성,33,30대,Yes,Yes,1,Yes,1,Yes,계좌이체,No,Yes,No,Yes,29,2017.12.1,,2022.1.1,No,42,,,3462,4,0,43960,1625960
C-15301,남성,56,50대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,No,23,2018.1.1,2021.8.1,2021.8.1,Yes,93,Dissatisfaction,Product dissatisfaction,4760,1,158200,44520,1912980
C-15302,여성,63,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,20,2020.9.1,2021.1.1,2021.1.1,Yes,96,Competitor,Attitude of support person,3223,1,11300,48930,195830
C-15303,남성,26,20대,Yes,No,0,Yes,5,No,신용카드,Yes,Yes,No,Yes,58,2020.6.1,,2022.1.1,No,70,,,3345,4,0,0,0
C-15304,남성,56,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2016.4.1,,2022.1.1,No,48,,,4565,3,0,14690,836650
C-15306,여성,74,70대,Yes,Yes,1,Yes,1,Yes,신용카드,No,Yes,No,Yes,17,2020.5.1,2021.1.1,2021.1.1,Yes,69,Competitor,Competitor made better offer,5302,3,0,55260,441600
C-15307,여성,57,50대,Yes,No,0,Yes,9,Yes,계좌이체,No,No,Yes,No,24,2015.12.1,,2022.1.1,No,58,,,6301,4,33900,1470,87580
C-15308,여성,21,20대,No,Yes,1,No,0,No,신용카드,No,Yes,No,Yes,27,2020.11.1,,2022.1.1,No,72,,,4057,3,0,21020,42040
C-15309,여성,29,20대,Yes,No,0,Yes,7,Yes,신용카드,No,Yes,No,Yes,53,2017.3.1,,2022.1.1,No,53,,,2333,5,0,36050,1657150
C-15310,여성,45,40대,Yes,Yes,3,Yes,5,Yes,이체/메일확인,No,No,No,No,0,2015.9.1,,2022.1.1,No,55,,,4582,3,0,20230,1296680
C-15311,여성,68,60대,Yes,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,17,2015.1.1,,2022.1.1,No,56,,,5881,3,0,54810,3946750
C-15312,남성,74,70대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,No,Yes,8,2019.9.1,2021.1.1,2021.1.1,Yes,81,Competitor,Competitor had better devices,2076,1,0,29490,472230
C-15313,남성,25,20대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,No,51,2020.12.1,2021.1.1,2021.1.1,Yes,79,Dissatisfaction,Lack of self-service on Website,4261,1,45200,25200,25200
C-15314,남성,42,40대,No,No,0,No,0,No,계좌이체,No,No,No,No,18,2018.12.1,,2022.1.1,No,26,,,3080,4,113000,45310,1133160
C-15315,여성,21,20대,No,No,0,No,0,Yes,신용카드,Yes,Yes,Yes,Yes,73,2015.9.1,,2022.1.1,No,33,,,6474,3,0,9610,616190
C-15316,남성,33,30대,Yes,Yes,3,Yes,7,Yes,신용카드,Yes,No,No,Yes,53,2019.1.1,,2022.1.1,No,52,,,3607,4,0,2600,62600
C-15317,남성,20,20대,No,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,42,2020.5.1,2021.7.1,2021.7.1,Yes,89,Competitor,Extra data charges,2177,1,0,8250,114810
C-15318,여성,72,70대,No,No,0,No,0,No,신용카드,No,Yes,No,Yes,21,2019.10.1,,2022.1.1,No,77,,,4452,4,0,1920,28360
C-15319,남성,54,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,20,2021.1.1,2021.10.1,2021.10.1,Yes,81,Competitor,Attitude of support person,5028,1,22600,0,0
C-15320,남성,67,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2015.4.1,,2022.1.1,No,21,,,4042,3,0,23280,1607760
C-15321,남성,77,70대,Yes,No,0,Yes,1,Yes,신용카드,Yes,No,No,Yes,8,2016.11.1,,2022.1.1,No,40,,,5324,4,0,46220,2310850
C-15322,여성,31,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,25,2020.1.1,,2022.1.1,No,75,,,4807,5,0,2940,34800
C-15323,여성,31,30대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,No,No,Yes,22,2020.3.1,2021.10.1,2021.10.1,Yes,97,Attitude,Attitude of support person,4718,2,0,29150,552910
C-15324,여성,30,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,42,2015.4.1,,2022.1.1,No,33,,,4803,4,0,27010,1865070
C-15325,여성,22,20대,No,No,0,Yes,6,Yes,계좌이체,Yes,Yes,No,Yes,59,2015.7.1,,2022.1.1,No,26,,,4172,3,0,26220,1730260
C-15326,여성,45,40대,Yes,Yes,2,Yes,10,No,신용카드,No,No,No,Yes,19,2020.8.1,,2022.1.1,No,64,,,2492,3,0,40230,201140
C-15327,남성,38,30대,No,Yes,3,No,0,No,이체/메일확인,No,No,No,No,0,2020.10.1,,2022.1.1,No,77,,,4430,5,0,5880,17520
C-15328,남성,71,70대,No,No,0,No,0,No,신용카드,Yes,No,Yes,Yes,10,2015.4.1,,2022.1.1,No,34,,,4204,3,0,15140,1041630
C-15329,남성,39,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,25,2020.3.1,2021.3.1,2021.3.1,Yes,89,Attitude,Lack of self-service on Website,2577,1,0,50510,606250
C-15330,남성,46,40대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020.10.1,,2022.1.1,No,55,,,4852,5,0,40230,120680
C-15331,남성,33,30대,Yes,Yes,3,Yes,8,Yes,신용카드,No,No,No,No,0,2019.8.1,,2022.1.1,No,33,,,3931,3,0,51080,869080
C-15332,남성,79,70대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,9,2016.4.1,,2022.1.1,No,36,,,4429,5,0,41470,2361250
C-15333,여성,26,20대,No,No,0,No,0,Yes,신용카드,No,Yes,Yes,Yes,41,2018.7.1,2021.9.1,2021.9.1,Yes,70,Attitude,Attitude of support person,2885,2,0,20000,758340
C-15334,남성,34,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020.1.1,,2022.1.1,No,56,,,4996,4,0,44070,528280
C-15335,남성,69,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,15,2019.8.1,2021.8.1,2021.8.1,Yes,98,Competitor,Price too high,2018,2,0,34920,837220
